venda_id,jogo_id,preco_pago
700,293,15.7
700,92,43.43
700,157,23.53
701,385,19.94
701,382,13.22
701,275,29.69
702,412,11.72
703,44,34.63
703,487,33.97
703,301,21.54
704,159,11.63
704,472,25.59
704,232,25.61
705,15,53.83
705,292,13.25
706,223,52.04
706,86,24.42
707,336,20.96
707,205,28.45
707,40,38.26
708,155,49.57
708,260,16.49
709,39,35.09
709,182,26.76
709,324,34.69
709,411,39.71
710,389,55.19
711,140,6.0
711,115,6.53
711,437,10.91
712,408,39.34
713,281,27.34
713,132,16.11
713,331,32.71
713,136,6.9
714,476,50.26
714,389,54.0
714,165,61.98
715,253,35.15
715,146,33.6
715,102,45.25
715,256,35.24
716,146,48.18
716,241,30.81
716,463,25.48
717,103,50.69
717,487,31.13
717,342,44.62
717,446,48.67
718,228,8.78
718,454,16.3
718,80,4.58
719,39,30.88
719,159,11.86
719,61,7.9
719,379,44.96
720,66,45.23
721,121,41.5
722,159,20.57
722,376,7.27
722,360,26.92
722,209,18.15
723,52,34.85
723,371,8.76
724,129,7.94
725,155,45.07
725,61,6.09
725,26,5.72
726,130,37.22
726,164,41.69
726,248,59.91
727,444,42.69
727,367,41.53
728,286,30.94
729,289,19.33
730,418,37.92
730,399,18.59
730,244,15.84
731,308,28.27
731,448,57.25
731,76,56.31
731,151,53.68
732,44,36.75
733,312,21.58
733,423,38.91
733,251,44.65
733,17,36.51
734,102,61.3
735,262,3.17
735,196,25.37
736,330,28.22
736,103,29.58
736,156,23.0
737,268,57.55
737,284,43.27
738,135,29.44
738,417,10.31
738,473,5.98
739,133,19.48
739,164,42.77
739,405,23.22
739,489,29.67
740,467,41.11
740,485,9.63
740,436,58.03
740,460,26.71
741,48,41.21
741,374,10.14
741,202,46.22
742,55,51.18
742,72,43.18
742,309,39.56
743,415,35.19
743,57,43.36
743,439,26.94
744,467,46.89
744,343,14.68
744,495,17.46
744,491,44.29
745,161,46.92
746,347,58.53
747,482,38.55
747,242,43.2
748,38,21.02
749,404,16.99
749,179,20.57
749,36,23.59
749,301,23.81
750,433,30.67
750,387,8.51
750,457,39.29
750,72,43.82
751,220,40.2
751,5,21.74
751,37,9.68
752,166,32.92
752,377,8.55
752,28,22.87
753,384,32.72
754,462,30.58
754,267,36.36
755,416,53.82
755,420,29.78
755,417,17.78
756,133,17.51
756,499,27.3
757,393,11.55
757,395,39.87
757,466,28.14
758,391,54.45
758,420,48.21
758,408,27.97
759,212,51.59
759,169,29.61
760,433,41.32
761,180,8.73
761,267,38.11
761,403,13.21
762,166,38.3
763,347,54.25
764,218,26.49
765,245,9.3
766,52,34.15
766,144,15.36
767,124,25.62
767,244,28.54
767,236,44.54
767,386,9.05
768,148,50.05
768,191,26.68
768,467,53.06
768,107,15.45
769,497,24.73
770,69,19.44
770,188,33.35
770,386,9.57
771,264,24.7
771,180,10.33
771,42,36.83
771,394,55.77
772,252,50.37
773,251,36.83
773,228,7.11
773,7,43.02
773,58,44.64
774,121,49.29
775,470,53.19
775,106,30.46
775,381,24.81
775,257,43.16
776,249,6.61
776,500,38.81
777,269,41.61
778,460,32.96
778,15,33.44
778,327,29.6
778,453,52.89
779,127,39.79
780,369,15.27
780,184,37.45
780,435,19.02
780,21,18.28
781,352,9.55
781,5,36.6
781,311,32.27
781,267,45.24
782,290,24.72
782,172,41.81
783,476,56.0
784,157,12.95
784,347,51.3
785,466,23.4
785,55,39.6
785,496,65.29
785,296,25.98
786,61,7.38
787,33,19.86
787,146,43.8
787,373,41.38
788,57,56.85
789,197,8.72
789,180,12.21
790,451,19.68
791,311,38.17
791,207,5.34
792,59,53.55
793,17,35.01
793,53,56.88
794,306,35.26
794,313,40.62
795,242,42.72
796,117,48.03
797,449,26.47
797,91,29.4
797,285,15.19
797,154,10.47
798,475,44.74
799,174,13.01
799,410,9.69
799,353,4.5
799,313,33.33
800,412,16.29
800,95,21.51
801,155,59.93
801,438,10.48
802,121,66.9
802,188,44.25
803,28,37.07
803,286,26.86
803,244,17.92
804,45,44.69
804,450,31.93
804,209,22.3
805,398,11.93
805,178,51.78
805,246,44.86
806,35,19.49
806,422,42.93
806,145,46.4
807,399,20.33
807,184,29.4
808,139,29.11
808,435,18.73
809,250,47.06
809,179,26.41
809,316,10.13
810,476,55.85
810,444,40.82
811,190,13.26
811,320,4.64
812,487,44.55
812,459,3.31
812,197,6.07
812,336,26.48
813,361,21.39
813,322,44.97
813,247,49.96
814,138,31.15
814,105,55.32
814,119,45.23
815,442,41.22
815,491,38.5
816,117,52.85
816,140,5.9
816,490,50.04
816,190,14.07
817,127,47.27
817,357,43.63
817,226,33.78
818,444,41.06
818,480,23.46
818,98,16.89
819,334,36.18
819,181,12.03
820,228,6.21
820,213,5.31
821,495,20.04
821,278,34.67
821,58,32.09
822,14,19.96
822,62,6.8
822,164,41.5
822,156,34.16
823,31,22.35
823,338,23.96
823,120,9.22
824,94,13.22
825,257,65.56
825,120,11.18
826,442,23.61
827,36,21.81
828,430,43.94
829,7,39.35
829,192,20.26
829,233,47.33
830,383,39.07
830,153,12.54
830,4,41.44
830,415,28.27
831,203,41.09
832,137,18.23
832,31,30.11
832,93,46.46
832,318,19.54
833,317,28.38
833,417,14.3
834,273,20.51
834,451,20.02
834,246,25.55
835,93,27.57
835,493,26.08
835,254,46.97
836,107,17.51
836,47,52.69
836,211,22.6
837,488,40.09
837,463,25.62
838,246,40.86
838,263,7.28
838,1,22.9
838,236,42.94
839,298,42.15
839,494,5.84
840,415,31.98
841,44,30.17
841,467,41.71
841,385,21.72
841,36,20.86
842,36,14.66
842,418,36.35
842,487,49.42
843,181,9.04
843,80,3.32
843,361,24.22
843,253,26.4
844,299,56.54
844,430,46.72
844,67,23.53
844,416,41.8
845,118,42.86
845,99,47.26
846,477,41.63
846,481,27.64
846,140,8.72
847,48,52.02
847,51,30.03
847,404,22.21
848,132,13.71
848,87,21.67
849,321,15.21
849,102,38.01
849,235,36.96
849,444,29.66
850,307,36.5
850,380,48.98
850,209,17.8
851,25,61.26
851,172,35.14
852,129,5.86
852,282,16.82
852,5,20.4
852,135,21.61
853,449,32.48
854,102,38.37
854,188,35.59
854,355,34.63
854,412,11.27
855,128,36.3
855,422,51.66
855,459,4.77
856,38,34.92
856,116,19.32
856,284,57.12
857,369,15.58
858,374,9.62
858,104,44.53
858,309,34.04
858,90,23.86
859,324,34.81
859,126,5.79
859,170,7.19
859,74,37.45
860,320,4.57
861,419,35.98
861,132,21.86
861,36,15.78
861,52,41.07
862,443,41.57
862,68,28.53
863,236,26.36
864,209,28.45
864,170,9.1
865,425,11.89
865,457,29.12
865,392,44.62
866,481,38.03
866,470,55.24
867,239,40.14
868,488,45.96
868,134,22.4
869,442,33.83
870,233,42.97
870,203,56.36
870,412,15.59
871,179,16.75
871,498,51.18
871,159,17.29
872,66,46.24
872,165,46.57
872,221,17.12
872,80,4.31
873,494,5.04
873,286,32.2
873,23,35.26
873,246,23.51
874,495,17.6
874,222,10.7
874,41,52.99
875,233,45.58
875,250,45.41
875,171,57.53
876,465,32.12
876,460,23.98
877,227,5.77
877,289,17.42
877,493,17.02
877,432,54.92
878,55,35.09
878,408,29.0
878,247,47.56
878,108,30.31
879,115,7.33
879,169,25.09
879,420,32.04
880,69,16.8
880,440,16.53
881,65,25.76
881,261,42.89
882,451,18.78
882,347,57.8
882,223,40.01
882,116,27.24
883,43,28.83
883,116,24.57
884,318,14.06
884,140,9.11
884,133,13.54
885,207,6.0
885,294,5.5
886,115,8.29
887,4,48.83
888,242,32.09
888,67,21.38
888,168,37.62
888,199,5.34
889,372,28.69
889,73,34.78
889,340,44.94
889,402,15.19
890,241,32.48
890,47,38.88
890,447,21.96
890,480,30.63
891,95,21.68
891,26,8.1
892,165,50.66
892,221,16.62
892,235,54.77
892,399,15.4
893,398,13.66
893,29,16.32
893,75,15.36
894,83,5.63
894,118,41.32
894,182,17.71
894,345,33.95
895,349,9.41
896,252,42.11
896,106,25.86
896,435,27.02
896,429,48.71
897,14,19.2
898,265,6.99
898,259,4.71
898,223,53.21
898,202,54.06
899,254,40.79
899,363,31.13
900,345,36.97
900,360,33.75
900,49,63.29
900,90,21.18
901,309,30.75
902,185,50.72
903,477,47.45
904,156,33.57
904,182,17.62
905,33,17.11
906,242,55.91
906,246,35.99
906,336,36.7
907,411,28.67
907,5,32.68
907,333,24.26
908,421,6.35
909,467,63.64
909,280,20.96
910,297,40.94
910,200,33.52
911,416,46.32
911,475,26.79
911,236,40.94
912,121,55.0
912,309,43.61
913,476,47.54
913,435,31.07
913,311,38.81
914,399,14.68
914,1,35.27
914,155,37.2
915,301,20.58
916,86,32.65
917,175,30.23
918,309,34.85
918,217,11.99
918,74,39.4
919,433,27.01
919,475,44.76
919,371,9.89
919,233,34.31
920,335,9.69
920,360,24.8
921,94,15.55
921,213,5.56
922,493,28.21
923,136,5.88
923,113,18.79
924,58,44.84
924,30,45.3
925,448,54.22
925,150,37.69
925,149,47.28
926,267,33.33
927,436,67.12
927,422,49.33
927,248,36.73
928,328,6.49
928,479,29.72
928,441,33.03
928,321,12.44
929,231,40.14
929,165,46.18
929,34,32.27
930,163,14.06
930,438,9.55
931,430,39.66
931,419,41.72
932,398,11.5
932,476,60.31
932,437,14.55
932,309,36.47
933,263,4.66
933,464,41.57
933,157,17.49
933,264,18.8
934,368,41.59
934,80,4.53
934,425,19.18
934,57,38.5
935,469,13.53
935,351,43.93
935,350,18.51
935,412,19.86
936,325,29.44
936,103,50.93
936,42,54.09
937,53,54.81
937,92,43.71
938,433,40.45
938,90,25.62
938,459,4.85
939,428,3.63
939,212,46.94
940,267,29.47
940,173,20.62
941,9,66.12
942,121,57.29
942,212,46.04
943,276,49.82
943,107,24.79
944,215,13.99
945,110,38.01
945,431,12.52
945,90,21.47
945,454,31.71
946,15,52.2
946,226,34.12
947,451,18.06
948,115,9.18
948,16,4.1
949,117,43.18
949,390,13.73
949,214,31.15
950,257,53.4
950,401,46.26
951,93,35.35
952,459,3.2
952,462,32.14
953,150,56.54
954,101,25.32
954,313,39.62
954,266,6.46
954,229,43.49
955,411,34.38
955,254,32.88
955,337,10.11
955,296,42.22
956,78,39.1
956,268,38.29
956,497,29.17
957,10,4.07
957,487,34.44
958,158,57.06
958,182,18.92
958,347,59.26
958,43,22.79
959,144,24.05
960,240,43.52
960,352,7.53
961,400,35.13
961,416,58.95
961,458,7.12
962,279,15.33
962,40,59.45
962,492,50.15
963,248,48.65
963,233,31.19
964,442,32.34
964,449,34.23
964,407,34.31
965,176,18.26
965,312,20.17
965,374,7.45
965,133,15.63
966,165,64.32
966,445,62.78
966,211,32.91
966,246,45.25
967,167,7.8
967,342,44.48
967,318,21.33
968,79,40.25
968,125,53.38
968,89,21.16
969,64,44.65
970,346,45.41
970,69,11.16
971,469,9.89
971,52,48.57
971,407,20.05
972,332,45.34
973,376,9.8
974,177,38.6
974,233,38.9
974,277,27.78
974,104,26.71
975,211,31.92
975,361,13.9
975,175,41.43
976,35,20.95
976,261,28.06
976,482,49.49
977,472,29.47
977,143,28.23
977,186,29.44
978,85,57.12
978,244,26.39
978,62,7.58
979,490,64.97
980,397,13.47
980,360,39.15
980,113,11.51
980,434,19.64
981,341,23.97
981,173,27.21
981,392,37.33
981,109,10.52
982,489,24.86
982,86,34.42
982,228,10.38
983,427,20.07
983,434,16.47
983,279,16.21
983,17,25.57
984,381,28.27
984,24,27.11
984,500,36.14
984,458,4.2
985,148,51.26
985,474,40.76
986,342,52.84
987,124,44.64
987,128,26.35
987,371,12.98
988,194,11.72
989,355,35.13
990,462,41.97
991,222,14.46
991,420,37.34
991,171,44.58
991,403,21.28
992,62,8.66
993,204,24.02
994,148,35.96
995,93,34.0
996,77,33.18
997,168,37.31
997,408,29.67
998,463,15.77
998,326,43.73
999,334,35.24
999,133,11.3
999,113,10.82
1000,447,33.57
1000,37,7.46
1000,344,22.5
1000,200,46.75
1001,321,8.93
1001,46,27.08
1001,206,12.65
1001,490,39.82
1002,250,39.08
1002,170,6.15
1002,148,45.3
1002,80,3.98
1003,191,14.85
1004,209,26.46
1004,46,42.39
1004,159,17.85
1005,372,21.36
1005,36,19.09
1005,351,32.2
1006,419,31.83
1007,158,67.8
1008,222,13.01
1008,321,9.91
1008,4,41.79
1008,370,41.45
1009,422,55.26
1009,18,29.18
1009,498,39.6
1010,299,60.75
1010,149,46.7
1010,151,40.97
1011,131,26.54
1011,111,11.95
1011,465,48.03
1011,412,14.01
1012,243,7.76
1012,295,30.43
1012,119,33.81
1012,438,9.51
1013,133,14.15
1013,487,58.39
1013,380,40.27
1013,446,45.41
1014,76,41.22
1014,59,49.19
1015,85,33.43
1015,6,19.28
1016,497,42.29
1016,223,35.13
1017,124,35.82
1017,401,57.33
1017,480,23.91
1018,420,43.59
1018,466,24.25
1019,134,22.0
1019,45,40.53
1020,454,19.34
1021,268,47.1
1021,302,11.72
1021,6,24.06
1022,189,33.83
1023,330,24.19
1023,31,26.14
1024,46,50.85
1024,476,52.64
1024,280,25.06
1024,13,7.66
1025,41,47.77
1025,342,52.07
1026,314,24.78
1027,207,4.16
1027,56,33.97
1027,175,55.98
1028,268,32.37
1028,190,24.86
1028,320,3.66
1029,241,53.06
1029,451,15.24
1029,82,52.87
1030,157,15.63
1030,460,32.36
1030,454,21.58
1031,40,61.07
1032,115,7.97
1032,170,6.76
1032,131,23.87
1032,484,26.92
1033,54,4.47
1033,199,3.54
1033,137,24.66
1034,106,24.33
1034,13,10.48
1035,187,38.55
1035,220,39.81
1035,412,12.44
1035,314,21.84
1036,83,4.96
1036,336,25.29
1036,102,41.52
1036,43,25.47
1037,176,18.72
1037,92,36.61
1037,302,14.76
1037,110,45.29
1038,163,16.14
1038,148,38.48
1038,422,38.75
1039,180,9.91
1039,30,54.36
1040,369,14.92
1040,307,41.08
1040,388,38.5
1041,269,28.08
1041,237,23.19
1042,28,20.31
1043,196,27.14
1043,79,54.07
1043,237,28.75
1044,186,28.24
1045,12,5.94
1045,316,8.38
1045,185,46.13
1045,479,31.32
1046,179,25.59
1046,434,24.36
1046,224,19.6
1047,400,55.98
1048,158,35.22
1048,76,57.48
1049,250,40.86
1049,390,11.31
1049,288,25.62
1050,14,26.99
1050,394,36.03
1051,343,11.15
1051,305,27.28
1051,350,22.6
1052,159,17.85
1052,495,24.11
1053,343,13.72
1053,394,49.87
1053,362,43.38
1053,177,40.92
1054,370,45.52
1055,125,44.7
1055,201,22.48
1055,153,10.51
1055,197,6.29
1056,343,15.62
1056,325,54.94
1056,315,6.67
1056,102,52.35
1057,474,38.46
1057,410,7.79
1057,140,5.81
1057,118,37.5
1058,49,55.74
1058,417,16.75
1058,276,41.56
1059,319,25.22
1059,263,6.91
1059,91,35.11
1060,88,33.16
1060,220,36.89
1060,223,44.93
1060,90,23.86
1061,336,34.36
1061,304,10.51
1061,271,53.34
1061,292,9.65
1062,391,39.7
1062,273,23.82
1062,60,27.13
1062,295,48.03
1063,302,12.98
1063,252,26.67
1063,463,20.65
1064,437,10.25
1064,96,5.28
1065,372,20.48
1065,65,27.32
1065,431,7.66
1066,296,40.37
1066,468,7.34
1067,293,11.83
1067,455,25.51
1067,487,44.03
1068,188,44.08
1068,180,10.26
1069,494,3.76
1069,83,4.6
1070,21,26.56
1070,246,25.13
1070,27,11.25
1070,166,41.39
1071,228,10.93
1071,483,9.63
1071,40,46.94
1072,332,52.75
1072,80,5.28
1073,138,20.19
1074,161,36.31
1074,137,14.39
1074,397,16.74
1074,440,20.22
1075,467,53.51
1075,391,60.75
1075,122,53.73
1076,382,14.88
1077,273,18.42
1077,207,5.62
1078,399,18.15
1078,357,33.72
1079,93,30.02
1079,483,12.56
1079,100,35.4
1079,351,32.35
1080,315,8.2
1080,74,27.97
1080,97,23.94
1081,54,7.58
1082,329,19.26
1082,137,24.02
1083,219,23.14
1084,422,58.59
1084,243,6.62
1084,40,33.98
1084,416,49.49
1085,468,5.54
1085,149,46.0
1085,281,31.63
1086,442,43.99
1087,412,17.4
1087,82,40.21
1087,417,13.84
1087,65,24.69
1088,83,7.31
1089,143,33.36
1089,125,51.73
1089,178,60.56
1090,85,40.54
1090,8,17.19
1090,104,28.24
1091,394,34.9
1092,281,32.37
1092,455,16.02
1092,487,45.26
1092,404,26.5
1093,477,47.44
1093,300,39.14
1094,32,12.28
1094,5,20.21
1095,209,27.41
1096,204,16.03
1096,200,57.56
1096,359,20.96
1097,58,34.27
1097,381,17.19
1097,309,25.46
1097,441,34.27
1098,405,32.25
1099,305,30.77
1099,304,12.5
1100,15,50.49
1100,274,27.52
1100,75,16.98
1101,486,30.56
1102,358,7.25
1102,199,5.03
1102,459,4.4
1102,4,37.09
1103,199,3.55
1103,340,43.35
1103,300,26.03
1103,189,22.39
1104,170,5.05
1104,142,35.22
1105,42,51.05
1105,440,23.97
1106,79,40.12
1106,282,17.03
1107,173,23.87
1107,257,43.41
1107,393,7.62
1108,334,35.9
1108,216,33.3
1108,217,13.11
1108,440,17.69
1109,486,49.48
1110,182,22.7
1110,20,15.54
1111,108,36.52
1111,263,5.98
1111,114,22.51
1112,210,34.44
1112,83,4.82
1113,39,39.25
1113,265,6.71
1113,38,23.23
1114,43,21.59
1115,87,24.01
1115,56,45.33
1115,80,3.7
1116,385,21.2
1117,17,25.39
1117,96,4.59
1117,417,16.65
1117,354,9.53
1118,366,37.69
1118,461,13.44
1119,25,41.63
1119,349,15.45
1120,102,41.78
1120,325,39.32
1120,215,13.23
1120,79,37.59
1121,215,11.73
1121,102,57.79
1121,325,38.33
1122,307,36.53
1122,242,33.94
1122,117,40.82
1122,38,35.43
1123,367,47.23
1123,235,62.93
1123,371,12.08
1123,309,41.41
1124,295,26.58
1124,237,29.47
1124,64,50.91
1125,141,10.73
1125,436,54.22
1125,376,5.61
1125,382,8.29
1126,476,42.85
1126,354,11.22
1126,102,38.14
1126,411,39.0
1127,17,33.24
1127,146,40.69
1127,244,19.99
1128,248,47.22
1129,340,41.96
1129,108,22.38
1129,301,26.39
1130,18,32.95
1131,33,22.63
1132,88,55.99
1132,166,32.71
1132,317,34.93
1133,23,31.29
1133,365,23.78
1133,325,30.05
1133,442,43.54
1134,335,6.95
1134,48,41.59
1134,170,8.72
1135,436,68.66
1136,45,50.03
1136,119,36.07
1136,7,45.62
1137,124,40.12
1137,426,26.71
1138,33,16.54
1138,465,56.74
1138,268,60.02
1139,87,28.97
1139,397,19.16
1139,493,18.42
1140,443,29.1
1140,309,31.25
1140,68,38.78
1141,378,11.24
1141,182,25.06
1141,337,11.19
1142,174,11.03
1142,157,16.43
1142,383,40.72
1143,179,17.96
1143,274,40.44
1143,28,35.51
1143,415,30.9
1144,264,18.38
1144,205,24.16
1144,169,31.96
1145,448,34.18
1146,421,6.51
1146,50,33.04
1146,427,14.52
1147,385,16.34
1147,136,8.43
1147,155,36.63
1148,386,6.72
1148,111,8.24
1149,418,37.94
1150,64,47.12
1150,229,38.97
1151,316,10.31
1151,499,22.35
1151,170,7.24
1151,331,27.09
1152,428,4.32
1153,274,29.3
1154,466,21.86
1154,449,30.12
1154,401,39.4
1155,410,5.34
1155,15,57.35
1155,162,20.86
1156,128,35.53
1156,150,61.77
1156,484,20.22
1157,347,52.21
1158,50,39.75
1158,82,39.39
1159,14,20.7
1159,409,22.02
1160,391,56.96
1160,158,40.99
1160,389,51.94
1161,223,39.79
1161,2,7.24
1161,170,8.01
1161,54,6.0
1162,315,9.77
1162,8,20.21
1162,176,25.48
1162,421,5.63
1163,61,5.77
1163,180,9.88
1164,204,15.74
1164,385,17.6
1165,57,55.52
1166,382,10.22
1166,225,37.75
1166,98,16.09
1166,193,14.64
1167,407,24.8
1167,143,30.91
1167,214,40.18
1168,220,30.22
1168,24,39.74
1168,40,36.7
1169,67,24.18
1170,344,16.88
1171,416,54.15
1171,341,24.36
1171,16,5.17
1172,106,22.59
1172,6,27.79
1173,190,18.26
1173,472,31.68
1173,125,49.06
1174,361,15.15
1174,242,33.76
1175,185,39.15
1175,9,49.16
1175,455,15.45
1175,413,26.77
1176,468,6.83
1176,223,49.48
1176,56,46.47
1177,181,14.9
1178,479,39.73
1178,446,44.09
1178,19,54.36
1179,392,43.41
1179,264,15.13
1179,277,41.19
1179,75,11.43
1180,412,13.47
1180,25,38.38
1181,478,25.32
1182,261,39.0
1183,23,39.73
1183,242,35.22
1183,108,27.76
1184,119,33.34
1185,113,12.08
1185,475,43.28
1186,87,24.45
1186,296,28.26
1186,297,36.66
1187,279,18.72
1187,301,22.37
1187,316,8.64
1188,208,11.87
1188,73,34.21
1189,73,24.43
1189,136,5.58
1189,40,51.12
1189,259,3.88
1190,138,22.26
1191,314,24.48
1192,91,36.47
1192,195,41.58
1192,427,14.88
1193,121,68.73
1194,483,8.7
1195,101,20.02
1195,79,48.27
1195,197,7.04
1196,27,10.38
1196,419,41.02
1197,188,36.04
1197,441,26.35
1197,115,9.77
1198,391,49.14
1198,161,31.99
1198,46,46.72
1198,135,34.9
1199,398,9.67
1199,138,21.67
1199,39,33.7
1199,442,35.22
1200,323,28.94
1201,248,38.99
1202,116,21.19
1203,3,22.83
1203,193,11.83
1203,114,16.35
1203,377,4.48
1204,25,63.46
1205,403,19.48
1205,106,28.86
1206,11,36.56
1206,146,47.38
1207,162,12.86
1207,353,4.87
1207,236,40.14
1208,18,38.01
1208,66,53.55
1208,419,32.11
1208,378,12.5
1209,454,29.01
1209,286,25.66
1210,274,32.29
1211,378,11.72
1211,226,38.72
1211,252,28.65
1212,191,16.0
1213,467,48.06
1213,166,40.95
1214,474,41.29
1214,308,40.86
1214,21,20.21
1215,250,54.19
1215,463,15.48
1216,90,16.18
1216,133,16.14
1216,38,29.92
1216,209,21.03
1217,60,39.45
1218,437,10.3
1218,338,23.21
1218,336,19.15
1219,270,20.07
1219,83,7.9
1220,336,28.78
1220,13,8.95
1220,146,45.7
1221,51,41.34
1221,312,17.61
1221,212,39.47
1221,253,26.37
1222,460,26.01
1223,266,7.61
1223,310,34.36
1223,193,16.06
1223,237,20.24
1224,333,20.3
1224,355,27.73
1224,122,42.94
1225,271,47.86
1225,457,41.49
1226,326,43.69
1226,241,34.64
1227,30,51.36
1228,78,54.07
1228,146,39.63
1229,340,38.18
1229,469,11.12
1229,405,20.36
1229,115,8.99
1230,252,37.24
1230,114,19.43
1230,101,18.88
1231,367,42.76
1232,428,3.15
1232,40,62.14
1232,66,46.58
1232,490,58.42
1233,173,17.67
1234,127,28.72
1234,221,18.84
1234,120,10.55
1235,74,49.41
1235,395,42.81
1236,152,11.39
1236,56,43.44
1236,472,27.52
1236,188,45.95
1237,16,6.73
1237,445,38.1
1237,35,21.67
1237,255,26.32
1238,153,7.18
1238,428,5.71
1238,220,39.94
1238,375,20.59
1239,55,53.98
1239,204,25.21
1240,229,36.79
1240,50,37.55
1241,174,10.19
1242,350,20.77
1242,1,32.09
1243,312,17.13
1244,130,28.1
1244,424,38.58
1245,191,24.11
1245,464,37.15
1246,65,23.83
1246,152,14.19
1246,391,61.83
1246,12,6.05
1247,499,28.64
1247,295,40.9
1247,340,25.51
1247,27,10.14
1248,302,10.44
1249,371,11.31
1250,390,16.71
1250,291,43.39
1250,337,13.0
1250,7,37.29
1251,41,38.84
1252,65,29.23
1252,375,17.25
1252,196,20.77
1252,62,12.85
1253,236,36.33
1253,317,49.81
1253,314,25.49
1254,228,8.83
1254,257,62.05
1254,209,20.03
1254,494,5.07
1255,156,24.7
1255,191,20.08
1255,66,33.98
1255,469,12.55
1256,15,47.03
1256,450,19.29
1257,122,38.84
1257,273,26.46
1258,333,15.74
1258,281,27.4
1259,267,26.2
1259,209,27.5
1259,441,38.38
1259,268,60.56
1260,361,15.27
1260,367,49.23
1260,18,38.9
1260,366,36.42
1261,304,14.81
1261,392,35.45
1262,16,6.52
1263,415,22.17
1264,487,43.5
1265,268,64.44
1266,169,37.29
1266,395,43.25
1266,63,51.01
1267,1,36.93
1267,262,4.16
1267,466,15.93
1268,95,14.22
1269,62,7.18
1269,100,28.25
1269,144,13.8
1269,146,48.79
1270,384,28.72
1270,116,18.32
1270,152,14.9
1271,68,39.88
1271,209,29.73
1271,433,27.01
1271,470,49.14
1272,403,25.26
1273,376,7.06
1273,445,33.25
1273,132,18.32
1273,480,29.06
1274,421,7.73
1274,154,9.54
1274,144,23.64
1274,300,45.34
1275,271,41.29
1275,122,34.46
1275,260,16.71
1275,424,51.15
1276,307,35.23
1277,38,19.59
1278,478,23.02
1279,24,32.6
1280,93,52.58
1280,371,11.5
1281,156,24.52
1281,140,6.94
1282,312,15.35
1282,3,30.74
1282,223,50.95
1283,492,35.01
1284,98,11.23
1284,356,12.08
1284,60,24.01
1285,474,41.84
1285,53,57.55
1286,203,50.38
1286,186,36.05
1287,159,11.65
1287,486,47.49
1287,367,48.23
1288,110,31.87
1288,124,34.16
1288,235,51.87
1288,479,35.54
1289,66,48.04
1290,143,19.37
1290,254,32.8
1290,479,35.56
1290,21,27.39
1291,62,9.61
1292,451,23.62
1292,11,27.6
1292,71,27.1
1292,185,30.96
1293,362,50.72
1293,140,9.13
1294,188,27.17
1294,438,6.71
1294,450,24.51
1294,316,8.89
1295,146,27.68
1295,310,27.35
1295,370,46.47
1296,159,10.48
1296,398,9.43
1296,375,23.33
1296,466,22.05
1297,72,27.33
1297,55,51.63
1298,100,41.94
1298,140,8.7
1298,461,9.63
1299,283,58.02
1299,251,42.49
1299,40,51.47
1300,59,35.81
1300,9,65.59
1301,88,54.92
1301,373,29.89
1302,127,25.63
1302,273,26.75
1303,444,46.97
1304,479,42.0
1304,10,5.36
1304,157,19.26
1305,190,18.46
1305,425,20.18
1306,193,11.08
1306,257,46.14
1307,398,14.22
1307,67,18.75
1307,280,26.0
1307,94,12.11
1308,271,36.44
1308,53,34.13
1309,378,8.87
1310,101,16.87
1310,474,30.47
1310,254,56.39
1310,365,34.73
1311,70,28.32
1311,152,9.9
1312,277,47.91
1312,282,17.27
1312,27,7.46
1312,486,44.47
1313,331,24.96
1314,149,33.32
1314,101,25.03
1315,205,28.19
1315,241,35.36
1316,425,13.84
1316,129,9.28
1317,442,38.88
1318,94,12.29
1318,37,7.97
1319,436,67.19
1319,242,56.17
1320,61,5.02
1320,306,42.1
1320,155,42.94
1320,369,12.18
1321,235,66.07
1321,417,16.87
1321,335,6.83
1321,75,15.29
1322,35,17.75
1323,449,38.34
1323,129,10.49
1323,366,27.83
1323,309,46.03
1324,11,33.22
1324,57,48.85
1324,391,53.95
1324,147,40.21
1325,152,10.9
1326,295,47.16
1326,218,21.63
1326,290,15.77
1327,452,39.81
1328,140,9.3
1329,85,41.78
1330,81,4.8
1330,335,7.15
1330,369,16.78
1330,389,48.23
1331,350,32.9
1331,54,5.91
1331,195,50.86
1332,192,21.96
1332,23,27.62
1332,127,41.43
1332,300,40.26
1333,187,39.41
1333,282,19.67
1333,445,43.06
1334,173,27.08
1334,371,7.85
1334,294,7.68
1335,297,21.64
1335,472,20.36
1336,470,42.03
1336,379,30.77
1336,40,36.85
1337,420,30.65
1337,127,46.93
1337,498,44.72
1337,162,17.19
1338,290,23.51
1338,178,34.99
1339,328,6.49
1339,337,13.57
1340,433,29.17
1341,258,9.01
1341,208,9.05
1341,297,22.08
1341,154,8.38
1342,142,35.05
1342,52,45.13
1343,80,3.62
1343,166,37.37
1344,33,24.02
1344,278,44.81
1344,371,10.28
1345,202,45.52
1345,333,28.5
1345,499,36.72
1346,370,40.53
1346,438,6.01
1346,47,48.45
1347,328,5.89
1348,343,18.54
1349,123,5.34
1349,157,22.74
1349,23,31.16
1350,487,45.15
1350,177,41.03
1351,195,33.04
1351,121,64.71
1351,103,41.45
1351,167,4.52
1352,488,46.36
1353,273,30.66
1354,69,15.62
1354,336,35.84
1355,82,41.5
1355,116,24.91
1355,182,28.82
